accenumb,campaign,thousand_kernel_weight
IG 41559,2003-2004,26.4
IG 41560,2003-2004,25
IG 41561,2003-2004,28.7
IG 41579,2003-2004,30.3
IG 41580,2003-2004,34.6
IG 41582,2003-2004,21.7
IG 41584,2003-2004,31.5
IG 41586,2003-2004,27
IG 41587,2003-2004,24.9
IG 41588,2003-2004,23.7
IG 41590,2003-2004,29.3
IG 41600,2003-2004,23.5
IG 41639,2003-2004,26
IG 41665,2003-2004,17.8
IG 41666,2003-2004,34.3
IG 41667,2003-2004,31
IG 41668,2003-2004,33
IG 41669,2003-2004,27.6
IG 41670,2003-2004,25.1
IG 41672,2003-2004,36.1
IG 41673,2003-2004,30.5
IG 41675,2003-2004,29.9
IG 41676,2003-2004,32
IG 41677,2003-2004,38
IG 41678,2003-2004,38.8
IG 41680,2003-2004,30.6
IG 41681,2003-2004,36.9
IG 41682,2003-2004,31.9
IG 41683,2003-2004,23.4
IG 41686,2003-2004,29.9
IG 41697,2003-2004,38.3
IG 41703,2003-2004,34.5
IG 41711,2003-2004,29.1
IG 41712,2003-2004,31.5
IG 41713,2003-2004,36.6
IG 41715,2003-2004,23.5
IG 41716,2003-2004,37.1
IG 41728,2003-2004,37.2
IG 41730,2003-2004,38.7
IG 41739,2003-2004,37.7
IG 41744,2003-2004,39.2
IG 41745,2003-2004,46
IG 41747,2003-2004,35.6
IG 41748,2003-2004,48.4
IG 41749,2003-2004,38.6
IG 41750,2003-2004,36.9
IG 41751,2003-2004,28.3
IG 41756,2003-2004,34.8
IG 41757,2003-2004,41.8
IG 41758,2003-2004,33.5
IG 41759,2003-2004,44.7
IG 41760,2003-2004,40.1
IG 41761,2003-2004,37.8
IG 41762,2003-2004,36.2
IG 41768,2003-2004,41.3
IG 41771,2003-2004,39.4
IG 41772,2003-2004,44.6
IG 41779,2003-2004,32.6
IG 41783,2003-2004,30.3
IG 41784,2003-2004,41.8
IG 41785,2003-2004,26.5
IG 41872,2003-2004,32
IG 41916,2003-2004,28.3
IG 41941,2003-2004,42.6
IG 41948,2003-2004,42.6
IG 41949,2003-2004,38.9
IG 41950,2003-2004,39
IG 41970,2003-2004,24.6
IG 41971,2003-2004,30.7
IG 41977,2003-2004,35.4
IG 41981,2003-2004,57.4
IG 42001,2003-2004,17.2
IG 42004,2003-2004,20.8
IG 42005,2003-2004,21.6
IG 42007,2003-2004,35.1
IG 42010,2003-2004,27.7
IG 42017,2003-2004,39.4
IG 42026,2003-2004,53
IG 42090,2003-2004,53.7
IG 42092,2003-2004,52.5
IG 42096,2003-2004,51.5
IG 42111,2003-2004,35.4
IG 42136,2003-2004,25.7
IG 42147,2003-2004,34.8
IG 42208,2003-2004,37.6
IG 42226,2003-2004,27.8
IG 42267,2003-2004,23.9
IG 42271,2003-2004,31.9
IG 42279,2003-2004,25.6
IG 42337,2003-2004,34.8
IG 42359,2003-2004,33.9
IG 42434,2003-2004,36.1
IG 42533,2003-2004,44.8
IG 42548,2003-2004,52.9
IG 42577,2003-2004,36.4
IG 42689,2003-2004,39.8
IG 42696,2003-2004,36
IG 42722,2003-2004,32.9
IG 42734,2003-2004,33.9
IG 42777,2003-2004,41.7
IG 42798,2003-2004,39.4
IG 42813,2003-2004,39.1
IG 42823,2003-2004,54.3
IG 42895,2003-2004,21.7
IG 42922,2003-2004,29.5
IG 42935,2003-2004,29.9
IG 42963,2003-2004,26.4
IG 42984,2003-2004,39
IG 42990,2003-2004,41.1
IG 42999,2003-2004,38.8
IG 43034,2003-2004,39.9
IG 43066,2003-2004,39.2
IG 43069,2003-2004,37.5
IG 43071,2003-2004,42.9
IG 43081,2003-2004,48.8
IG 43087,2003-2004,40.8
IG 43144,2003-2004,42.2
IG 43172,2003-2004,41.3
IG 43188,2003-2004,20.6
IG 43192,2003-2004,20.3
IG 43196,2003-2004,27.2
IG 43202,2003-2004,34.9
IG 43203,2003-2004,32.6
IG 43204,2003-2004,26.4
IG 43212,2003-2004,21.4
IG 43213,2003-2004,24.9
IG 43214,2003-2004,22.5
IG 43215,2003-2004,23.4
IG 43216,2003-2004,27.9
IG 43217,2003-2004,28.5
IG 43218,2003-2004,25.3
IG 43220,2003-2004,30
IG 43229,2003-2004,27.5
IG 43230,2003-2004,26
IG 43240,2003-2004,31.7
IG 43242,2003-2004,43.4
IG 43243,2003-2004,38.9
IG 43244,2003-2004,35.3
IG 43245,2003-2004,31.3
IG 43246,2003-2004,32.7
IG 43247,2003-2004,28.5
IG 43248,2003-2004,26.6
IG 43249,2003-2004,31.4
IG 43250,2003-2004,30.2
IG 43251,2003-2004,28.5
IG 43256,2003-2004,32
IG 43257,2003-2004,28.9
IG 43261,2003-2004,27.5
IG 43262,2003-2004,28.9
IG 43273,2003-2004,35.7
IG 43305,2003-2004,25.7
IG 43317,2003-2004,28.7
IG 43319,2003-2004,35.4
IG 43320,2003-2004,31.4
IG 43328,2003-2004,24.8
IG 43341,2003-2004,26.8
IG 43382,2003-2004,47.7
IG 43595,2003-2004,44.9
IG 43602,2003-2004,46.8
IG 43819,2003-2004,31
IG 43902,2003-2004,27.4
IG 43903,2003-2004,40.3
IG 44198,2003-2004,49.4
IG 44205,2003-2004,44.9
IG 44220,2003-2004,36.8
IG 44221,2003-2004,36.1
IG 44223,2003-2004,45.2
IG 44248,2003-2004,30.2
IG 44260,2003-2004,33.9
IG 44265,2003-2004,37.1
IG 44266,2003-2004,45.9
IG 44267,2003-2004,53.3
IG 44270,2003-2004,38.5
IG 44271,2003-2004,43.5
IG 44272,2003-2004,37.2
IG 44273,2003-2004,51.3
IG 44274,2003-2004,36.6
IG 44275,2003-2004,39.4
IG 44276,2003-2004,47.4
IG 44277,2003-2004,44.6
IG 44292,2003-2004,38.7
IG 44518,2003-2004,38.4
IG 44519,2003-2004,43.7
IG 44520,2003-2004,40.3
IG 44521,2003-2004,35.5
IG 44529,2003-2004,34.9
IG 44533,2003-2004,43.7
IG 44535,2003-2004,42.1
IG 44538,2003-2004,36.9
IG 44540,2003-2004,43.3
IG 44541,2003-2004,32.7
IG 44542,2003-2004,38.8
IG 44549,2003-2004,37.7
IG 44699,2003-2004,47.2
IG 44704,2003-2004,52.9
IG 76703,2003-2004,40.4
IG 76723,2003-2004,44.2
IG 77052,2003-2004,38
IG 77645,2003-2004,43.4
IG 77655,2003-2004,39.1
IG 77662,2003-2004,36.3
IG 77674,2003-2004,41.6
IG 77819,2003-2004,44.7
IG 78070,2003-2004,41.4
IG 78379,2003-2004,37.9
IG 78428,2003-2004,45.6
IG 78492,2003-2004,39.5
IG 78496,2003-2004,39.2
IG 78511,2003-2004,28.3
IG 78543,2003-2004,35.8
IG 78785,2003-2004,38.1
IG 78812,2003-2004,43.8
IG 78939,2003-2004,29
IG 78955,2003-2004,36.7
IG 79006,2003-2004,34.8
IG 79129,2003-2004,28.3
IG 79159,2003-2004,36.7
IG 79226,2003-2004,33.4
IG 79262,2003-2004,50.8
IG 79297,2003-2004,39.1
IG 79754,2003-2004,41.9
IG 80088,2003-2004,33.9
IG 80814,2003-2004,32.5
IG 80878,2003-2004,39.8
IG 80891,2003-2004,33.1
IG 80894,2003-2004,39.4
IG 80918,2003-2004,43.9
IG 81014,2003-2004,49.9
IG 81055,2003-2004,44.8
IG 81061,2003-2004,35.9
IG 81089,2003-2004,37.1
IG 81108,2003-2004,38.3
IG 81148,2003-2004,34.6
IG 81176,2003-2004,35.1
IG 81199,2003-2004,29.5
IG 81231,2003-2004,40
IG 81256,2003-2004,41.9
IG 81372,2003-2004,47.2
IG 81403,2003-2004,40.5
IG 81440,2003-2004,43.5
IG 81526,2003-2004,31.2
IG 81546,2003-2004,44.6
IG 81605,2003-2004,32.1
IG 81627,2003-2004,34.4
IG 81682,2003-2004,41.5
IG 81843,2003-2004,39.1
IG 81867,2003-2004,33.6
IG 81941,2003-2004,46.3
IG 82197,2003-2004,47
IG 82329,2003-2004,50.2
IG 82352,2003-2004,49.3
IG 82363,2003-2004,32.8
IG 82365,2003-2004,44.3
IG 83801,2003-2004,33.5
IG 83859,2003-2004,33.1
IG 83941,2003-2004,52
IG 84035,2003-2004,49.3
IG 84270,2003-2004,46.6
IG 84859,2003-2004,51.2
IG 84859,2003-2004,51.4
IG 84859,2003-2004,53.2
IG 85780,2003-2004,31.9
IG 85989,2003-2004,49.3
IG 86411,2003-2004,38.1
IG 92721,2003-2004,31.3
IG 92729,2003-2004,26.3
IG 92770,2003-2004,41.1
IG 92784,2003-2004,44.6
IG 92785,2003-2004,42.4
IG 92786,2003-2004,42.1
IG 92787,2003-2004,45.2
IG 92788,2003-2004,51.6
IG 92789,2003-2004,38.5
IG 92792,2003-2004,43
IG 92808,2003-2004,51.6
IG 92809,2003-2004,40.6
IG 92810,2003-2004,47.2
IG 92811,2003-2004,53.6
IG 92812,2003-2004,60.6
IG 92813,2003-2004,51.9
IG 92814,2003-2004,53.5
IG 92815,2003-2004,51.1
IG 92816,2003-2004,51.1
IG 92817,2003-2004,55.5
IG 92818,2003-2004,51.8
IG 92819,2003-2004,51.1
IG 92820,2003-2004,44
IG 92821,2003-2004,53.6
IG 92822,2003-2004,51.6
IG 92823,2003-2004,57.3
IG 92825,2003-2004,56
IG 92828,2003-2004,54.7
IG 92830,2003-2004,56.3
IG 92832,2003-2004,40.8
IG 92833,2003-2004,53.7
IG 92834,2003-2004,53.2
IG 92835,2003-2004,57.3
IG 92837,2003-2004,49.9
IG 92839,2003-2004,40.1
IG 92840,2003-2004,43.8
IG 92842,2003-2004,57.5
IG 92844,2003-2004,54.2
IG 92846,2003-2004,55.6
IG 92847,2003-2004,54.3
IG 92851,2003-2004,43.7
IG 92852,2003-2004,31.8
IG 92923,2003-2004,40.9
IG 92943,2003-2004,41.2
IG 92944,2003-2004,46.2
IG 92945,2003-2004,51.2
IG 92946,2003-2004,40.8
IG 92947,2003-2004,42.4
IG 92948,2003-2004,38.3
IG 92950,2003-2004,35.6
IG 92951,2003-2004,53.1
IG 92952,2003-2004,44.2
IG 92954,2003-2004,47.1
IG 92955,2003-2004,52.8
IG 92956,2003-2004,50.3
IG 92957,2003-2004,52.4
IG 92961,2003-2004,60.6
IG 92964,2003-2004,61.6
IG 92965,2003-2004,41.3
IG 92970,2003-2004,43.5
IG 92971,2003-2004,58.3
IG 92972,2003-2004,67.6
IG 92975,2003-2004,56.8
IG 92976,2003-2004,33.6
IG 92977,2003-2004,49.3
IG 92980,2003-2004,55
IG 92981,2003-2004,52.3
IG 92992,2003-2004,46.6
IG 93132,2003-2004,31.3
IG 93280,2003-2004,43.3
IG 93321,2003-2004,24.6
IG 93458,2003-2004,43.2
IG 93486,2003-2004,36.4
IG 93665,2003-2004,51.6
IG 93704,2003-2004,54.9
IG 93970,2003-2004,51.9
IG 94277,2003-2004,51.9
IG 94331,2003-2004,38.4
IG 94428,2003-2004,64.2
IG 94629,2003-2004,48.1
IG 94631,2003-2004,48.1
IG 94633,2003-2004,43.6
IG 94635,2003-2004,49.9
IG 94639,2003-2004,41.2
IG 94645,2003-2004,55
IG 94705,2003-2004,41.9
IG 94706,2003-2004,47.2
IG 94709,2003-2004,27.3
IG 94710,2003-2004,31.7
IG 94720,2003-2004,23.2
IG 94721,2003-2004,33.2
IG 94722,2003-2004,32.2
IG 94753,2003-2004,37.8
IG 94754,2003-2004,39.2
IG 94796,2003-2004,46.2
IG 94797,2003-2004,45
IG 94814,2003-2004,35.8
IG 94851,2003-2004,56
IG 94852,2003-2004,51.3
IG 94853,2003-2004,53.7
IG 94854,2003-2004,59.7
IG 94855,2003-2004,42.2
IG 94856,2003-2004,52.2
IG 94857,2003-2004,53.9
IG 94858,2003-2004,39.8
IG 94859,2003-2004,51.1
IG 94860,2003-2004,47.6
IG 94861,2003-2004,45.6
IG 94862,2003-2004,56.6
IG 94863,2003-2004,48.1
IG 94864,2003-2004,54.5
IG 94865,2003-2004,56
IG 94866,2003-2004,51.6
IG 94867,2003-2004,52.2
IG 94868,2003-2004,40.4
IG 94869,2003-2004,46.9
IG 94870,2003-2004,50.3
IG 94871,2003-2004,45.1
IG 94872,2003-2004,55.1
IG 94873,2003-2004,46.5
IG 94887,2003-2004,49.6
IG 94889,2003-2004,53
IG 94890,2003-2004,49.2
IG 94891,2003-2004,56
IG 94892,2003-2004,57
IG 94894,2003-2004,51.4
IG 94906,2003-2004,42.3
IG 94909,2003-2004,50.4
IG 94920,2003-2004,41.5
IG 94927,2003-2004,54
IG 94954,2003-2004,44.5
IG 94955,2003-2004,33.2
IG 94956,2003-2004,37.1
IG 94959,2003-2004,37.7
IG 94971,2003-2004,42.4
IG 94972,2003-2004,41.6
IG 94973,2003-2004,37.7
IG 94974,2003-2004,51.8
IG 94975,2003-2004,53.7
IG 94976,2003-2004,51
IG 94977,2003-2004,46.4
IG 94978,2003-2004,33.9
IG 94979,2003-2004,35.7
IG 94980,2003-2004,48
IG 94981,2003-2004,55.5
IG 94982,2003-2004,44
IG 94983,2003-2004,43.7
IG 95025,2003-2004,48.6
IG 95054,2003-2004,44.3
IG 95188,2003-2004,50.3
IG 95736,2003-2004,52.4
IG 107099,2004-2005,43.7
IG 107100,2004-2005,37.8
IG 107101,2004-2005,28.6
IG 107102,2004-2005,33.3
IG 107103,2004-2005,44.4
IG 107104,2004-2005,29.8
IG 107105,2004-2005,41.8
IG 107106,2004-2005,34.7
IG 107107,2004-2005,37.6
IG 107107,2004-2005,42
IG 107107,2004-2005,46.3
IG 107107,2004-2005,40.5
IG 107107,2004-2005,42.3
IG 107107,2004-2005,44
IG 107108,2004-2005,39.8
IG 107109,2004-2005,39.7
IG 107110,2004-2005,43.9
IG 107111,2004-2005,44.6
IG 107112,2004-2005,20.6
IG 107113,2004-2005,37.6
IG 107114,2004-2005,33.8
IG 107115,2004-2005,31.1
IG 107116,2004-2005,43.6
IG 107117,2004-2005,40
IG 107118,2004-2005,40.9
IG 107119,2004-2005,30.8
IG 107120,2004-2005,37.3
IG 107124,2004-2005,32.1
IG 107125,2004-2005,30.5
IG 107127,2004-2005,40.3
IG 107128,2004-2005,23.4
IG 107129,2004-2005,30.1
IG 107131,2004-2005,34.8
IG 107132,2004-2005,38.6
IG 107133,2004-2005,46.4
IG 107134,2004-2005,33.3
IG 107135,2004-2005,42
IG 107136,2004-2005,32.8
IG 107138,2004-2005,38.1
IG 107139,2004-2005,23.7
IG 107140,2004-2005,43
IG 107141,2004-2005,29.9
IG 107142,2004-2005,42.7
IG 107143,2004-2005,40.8
IG 107144,2004-2005,38.2
IG 107145,2004-2005,40.3
IG 107146,2004-2005,30.3
IG 107147,2004-2005,36.7
IG 107147,2004-2005,38.8
IG 107147,2004-2005,40.8
IG 107147,2004-2005,38.2
IG 107147,2004-2005,39.3
IG 107147,2004-2005,34.5
IG 107152,2004-2005,26.6
IG 107152,2004-2005,32.9
IG 107152,2004-2005,39.2
IG 107152,2004-2005,30.5
IG 107152,2004-2005,37.3
IG 107152,2004-2005,44
IG 107152,2004-2005,41.4
IG 107153,2004-2005,40
IG 107154,2004-2005,38.8
IG 107155,2004-2005,32.7
IG 107156,2004-2005,33.3
IG 107157,2004-2005,41.8
IG 107158,2004-2005,37
IG 107159,2004-2005,40.7
IG 107160,2004-2005,43
IG 107161,2004-2005,38.9
IG 107163,2004-2005,43.9
IG 107164,2004-2005,35.8
IG 107165,2004-2005,44.3
IG 107166,2004-2005,38
IG 107167,2004-2005,33.1
IG 108538,2004-2005,41.6
IG 108538,2004-2005,43.3
IG 108538,2004-2005,44.9
IG 108538,2004-2005,48.9
IG 108538,2004-2005,51.8
IG 108538,2004-2005,54.7
IG 108567,2004-2005,32.9
IG 108567,2004-2005,36.3
IG 108567,2004-2005,39.7
IG 108567,2004-2005,38.5
IG 108567,2004-2005,42.4
IG 108567,2004-2005,46.2
IG 108749,2004-2005,38.5
IG 108780,2004-2005,32.7
IG 108780,2004-2005,33.7
IG 108780,2004-2005,34.6
IG 108780,2004-2005,36.9
IG 108780,2004-2005,39.6
IG 108780,2004-2005,42.3
IG 108814,2004-2005,22.4
IG 108814,2004-2005,25.2
IG 108814,2004-2005,28
IG 108814,2004-2005,31.3
IG 108814,2004-2005,32.3
IG 108814,2004-2005,33.3
IG 110907,2004-2005,39.2
IG 110907,2004-2005,40.6
IG 110907,2004-2005,41.9
IG 110907,2004-2005,40
IG 110907,2004-2005,41.1
IG 110907,2004-2005,42.1
IG 115798,2004-2005,44.4
IG 115798,2004-2005,46.5
IG 115798,2004-2005,48.6
IG 115798,2004-2005,26.2
IG 115798,2004-2005,31.9
IG 115798,2004-2005,37.6
IG 120704,2004-2005,40.8
IG 121874,2004-2005,36
IG 121990,2004-2005,36.4
IG 121990,2004-2005,37.6
IG 121990,2004-2005,38.8
IG 121990,2004-2005,30.1
IG 121990,2004-2005,30.2
IG 121991,2004-2005,32.1
IG 121991,2004-2005,33.7
IG 121991,2004-2005,35.2
IG 121991,2004-2005,24
IG 121991,2004-2005,27.2
IG 121991,2004-2005,30.3
IG 121993,2004-2005,37.2
IG 121993,2004-2005,42.1
IG 121993,2004-2005,46.9
IG 121993,2004-2005,32.8
IG 121993,2004-2005,37.5
IG 121995,2004-2005,38.3
IG 121995,2004-2005,38.6
IG 121995,2004-2005,38.8
IG 121995,2004-2005,40.7
IG 121995,2004-2005,42
IG 121995,2004-2005,43.3
IG 121997,2004-2005,29.2
IG 121997,2004-2005,30.8
IG 121997,2004-2005,32.4
IG 121997,2004-2005,32.5
IG 121997,2004-2005,34.4
IG 121997,2004-2005,36.2
IG 121998,2004-2005,28.8
IG 121998,2004-2005,34.8
IG 121998,2004-2005,40.8
IG 121998,2004-2005,33.6
IG 121998,2004-2005,34.3
IG 121998,2004-2005,34.9
IG 122000,2004-2005,36.9
IG 122000,2004-2005,39
IG 122000,2004-2005,41.1
IG 122000,2004-2005,37.7
IG 122000,2004-2005,39.9
IG 122000,2004-2005,42
IG 122002,2004-2005,33.8
IG 122002,2004-2005,38.1
IG 122002,2004-2005,42.3
IG 122002,2004-2005,36.1
IG 122002,2004-2005,36.5
IG 122002,2004-2005,36.8
IG 122004,2004-2005,31
IG 122004,2004-2005,32.7
IG 122004,2004-2005,34.4
IG 122004,2004-2005,33
IG 122004,2004-2005,33.2
IG 122004,2004-2005,33.3
IG 122005,2004-2005,38.2
IG 122005,2004-2005,39.9
IG 122005,2004-2005,41.6
IG 122005,2004-2005,40
IG 122005,2004-2005,41.1
IG 122005,2004-2005,42.1
IG 122007,2004-2005,45.5
IG 122007,2004-2005,49.5
IG 122007,2004-2005,53.5
IG 122007,2004-2005,35.9
IG 122007,2004-2005,37.5
IG 122007,2004-2005,39
IG 122009,2004-2005,36.5
IG 122009,2004-2005,38.1
IG 122009,2004-2005,39.7
IG 122009,2004-2005,27.9
IG 122009,2004-2005,29.7
IG 122009,2004-2005,31.5
IG 122010,2004-2005,44.9
IG 122010,2004-2005,48.4
IG 122010,2004-2005,51.9
IG 122010,2004-2005,46.5
IG 122010,2004-2005,48.3
IG 122010,2004-2005,50
IG 122012,2004-2005,34.2
IG 122012,2004-2005,34.6
IG 122012,2004-2005,34.9
IG 122012,2004-2005,36.4
IG 122012,2004-2005,37.7
IG 122012,2004-2005,38.9
IG 122014,2004-2005,46.8
IG 122014,2004-2005,51.2
IG 122014,2004-2005,55.6
IG 122014,2004-2005,40.6
IG 122014,2004-2005,43.2
IG 122014,2004-2005,45.7
IG 122107,2004-2005,45.3
IG 122107,2004-2005,45.9
IG 122107,2004-2005,46.5
IG 122107,2004-2005,34.1
IG 122107,2004-2005,36
IG 122107,2004-2005,37.9
IG 122108,2004-2005,35.2
IG 122108,2004-2005,38.1
IG 122108,2004-2005,40.9
IG 122108,2004-2005,38.6
IG 122108,2004-2005,41.8
IG 122108,2004-2005,44.9
IG 122110,2004-2005,34.1
IG 122110,2004-2005,34.6
IG 122110,2004-2005,35
IG 122110,2004-2005,33.6
IG 122110,2004-2005,36.3
IG 122110,2004-2005,38.9
IG 122111,2004-2005,41.1
IG 122111,2004-2005,43.2
IG 122111,2004-2005,45.3
IG 122111,2004-2005,43.9
IG 122111,2004-2005,45.2
IG 122111,2004-2005,46.4
IG 122112,2004-2005,47.5
IG 122112,2004-2005,50.6
IG 122112,2004-2005,53.6
IG 122112,2004-2005,46.1
IG 122112,2004-2005,49.7
IG 122112,2004-2005,53.2
IG 122117,2004-2005,29.5
IG 122120,2004-2005,40.6
IG 122123,2004-2005,43.3
IG 122124,2004-2005,35.9
IG 122128,2004-2005,39
IG 122139,2004-2005,38.8
IG 122142,2004-2005,30.3
IG 122171,2004-2005,41.7
IG 122182,2004-2005,48.7
IG 122183,2004-2005,15.5
IG 122221,2004-2005,49.6
IG 122221,2004-2005,51.1
IG 122221,2004-2005,52.5
IG 122221,2004-2005,46.4
IG 122221,2004-2005,46.7
IG 122221,2004-2005,46.9
IG 122238,2004-2005,37.1
IG 122238,2004-2005,39.4
IG 122238,2004-2005,41.7
IG 122238,2004-2005,29.5
IG 122238,2004-2005,31
IG 122238,2004-2005,32.5
IG 122276,2004-2005,21.7
IG 122276,2004-2005,26.7
IG 122276,2004-2005,31.7
IG 122276,2004-2005,25.9
IG 122276,2004-2005,28.5
IG 122276,2004-2005,31
IG 122292,2004-2005,35.6
IG 122292,2004-2005,39
IG 122292,2004-2005,42.3
IG 122292,2004-2005,38.9
IG 122292,2004-2005,41
IG 122292,2004-2005,43.1
IG 122296,2004-2005,30.8
IG 122296,2004-2005,36.3
IG 122296,2004-2005,41.8
IG 122296,2004-2005,32.2
IG 122296,2004-2005,33.1
IG 122296,2004-2005,34
IG 122313,2004-2005,34.1
IG 122313,2004-2005,38
IG 122313,2004-2005,41.8
IG 122313,2004-2005,40.2
IG 122313,2004-2005,41.2
IG 122313,2004-2005,42.2
IG 122319,2004-2005,38.4
IG 122319,2004-2005,39.2
IG 122319,2004-2005,40
IG 122319,2004-2005,42
IG 122319,2004-2005,45.4
IG 122319,2004-2005,48.7
IG 122326,2004-2005,38.8
IG 122326,2004-2005,39.5
IG 122326,2004-2005,40.1
IG 122326,2004-2005,33.3
IG 122326,2004-2005,36.1
IG 122328,2004-2005,38.6
IG 122328,2004-2005,43.4
IG 122328,2004-2005,48.1
IG 122328,2004-2005,19.3
IG 122328,2004-2005,27.9
IG 122328,2004-2005,36.4
IG 122335,2004-2005,38.3
IG 122335,2004-2005,42.1
IG 122335,2004-2005,45.8
IG 122335,2004-2005,38.9
IG 122335,2004-2005,40.1
IG 122335,2004-2005,41.3
IG 122336,2004-2005,29.9
IG 122336,2004-2005,34.1
IG 122336,2004-2005,38.3
IG 122336,2004-2005,36.8
IG 122336,2004-2005,40.7
IG 122336,2004-2005,44.6
IG 122343,2004-2005,29.6
IG 122343,2004-2005,34.1
IG 122343,2004-2005,38.5
IG 122343,2004-2005,29.3
IG 122343,2004-2005,36.1
IG 122343,2004-2005,42.9
IG 122365,2004-2005,38.1
IG 122365,2004-2005,39.5
IG 122365,2004-2005,40.9
IG 122365,2004-2005,38
IG 122365,2004-2005,40.3
IG 122365,2004-2005,42.5
IG 122378,2004-2005,30.9
IG 122378,2004-2005,35
IG 122378,2004-2005,39.1
IG 122378,2004-2005,32
IG 122378,2004-2005,35.4
IG 122378,2004-2005,38.8
IG 122405,2004-2005,42.3
IG 122405,2004-2005,42.8
IG 122405,2004-2005,43.2
IG 122405,2004-2005,32.2
IG 122405,2004-2005,33.3
IG 122405,2004-2005,34.3
IG 122417,2004-2005,36.4
IG 122417,2004-2005,37.9
IG 122417,2004-2005,39.4
IG 122417,2004-2005,35.5
IG 122417,2004-2005,36.8
IG 122417,2004-2005,38.1
IG 122419,2004-2005,37.9
IG 122419,2004-2005,38.6
IG 122419,2004-2005,39.3
IG 122419,2004-2005,28.7
IG 122419,2004-2005,29.3
IG 122419,2004-2005,29.8
IG 122422,2004-2005,39.8
IG 122422,2004-2005,41.5
IG 122422,2004-2005,43.2
IG 122422,2004-2005,36.4
IG 122450,2004-2005,28.7
IG 122450,2004-2005,32.8
IG 122450,2004-2005,36.9
IG 122450,2004-2005,34.1
IG 122450,2004-2005,35.3
IG 122458,2004-2005,38.5
IG 122458,2004-2005,38.8
IG 122458,2004-2005,39
IG 122458,2004-2005,39.7
IG 122458,2004-2005,40.5
IG 122458,2004-2005,41.2
IG 122465,2004-2005,40.5
IG 122465,2004-2005,45.7
IG 122465,2004-2005,50.9
IG 122465,2004-2005,50.6
IG 122465,2004-2005,51.1
IG 122465,2004-2005,51.5
IG 122466,2004-2005,33.1
IG 122466,2004-2005,41.2
IG 122466,2004-2005,49.3
IG 122466,2004-2005,33.6
IG 122466,2004-2005,36.1
IG 122466,2004-2005,38.5
IG 122471,2004-2005,24.5
IG 122471,2004-2005,31.7
IG 122471,2004-2005,38.9
IG 122471,2004-2005,27.3
IG 122471,2004-2005,29.1
IG 122471,2004-2005,30.9
IG 122483,2004-2005,38.3
IG 122483,2004-2005,38.9
IG 122483,2004-2005,39.4
IG 122483,2004-2005,28
IG 122483,2004-2005,33.9
IG 122483,2004-2005,39.7
IG 122488,2004-2005,29.2
IG 122488,2004-2005,36.1
IG 122488,2004-2005,43
IG 122488,2004-2005,41.6
IG 122488,2004-2005,43.2
IG 122488,2004-2005,44.8
IG 122490,2004-2005,31
IG 122490,2004-2005,32.1
IG 122490,2004-2005,33.1
IG 122490,2004-2005,31.7
IG 122490,2004-2005,34.8
IG 122490,2004-2005,37.9
IG 122507,2004-2005,34
IG 122507,2004-2005,38.9
IG 122507,2004-2005,43.8
IG 122507,2004-2005,36.6
IG 122507,2004-2005,43.6
IG 122507,2004-2005,50.5
IG 122521,2004-2005,33.1
IG 122521,2004-2005,38.2
IG 122521,2004-2005,43.3
IG 122521,2004-2005,39.1
IG 122521,2004-2005,39.4
IG 122521,2004-2005,39.7
IG 122533,2004-2005,23.9
IG 122533,2004-2005,28.3
IG 122533,2004-2005,32.7
IG 122533,2004-2005,28.9
IG 122533,2004-2005,32.5
IG 122533,2004-2005,36
IG 122544,2004-2005,29
IG 122544,2004-2005,33.9
IG 122544,2004-2005,38.8
IG 122544,2004-2005,21.3
IG 122544,2004-2005,32
IG 122544,2004-2005,42.6
IG 122545,2004-2005,45.4
IG 122545,2004-2005,45.6
IG 122545,2004-2005,45.8
IG 122545,2004-2005,40.2
IG 122545,2004-2005,42.6
IG 122545,2004-2005,45
IG 122557,2004-2005,37.8
IG 122557,2004-2005,38.7
IG 122557,2004-2005,39.5
IG 122557,2004-2005,34.3
IG 122557,2004-2005,35.9
IG 122557,2004-2005,37.5
IG 122561,2004-2005,32.5
IG 122561,2004-2005,37.6
IG 122561,2004-2005,42.7
IG 122561,2004-2005,40.6
IG 122561,2004-2005,43.1
IG 122561,2004-2005,45.6
IG 122562,2004-2005,29.8
IG 122562,2004-2005,35.1
IG 122562,2004-2005,40.4
IG 122562,2004-2005,36.8
IG 122562,2004-2005,37.9
IG 122562,2004-2005,39
IG 122567,2004-2005,26.1
IG 122567,2004-2005,31.4
IG 122567,2004-2005,36.6
IG 122567,2004-2005,32.7
IG 122567,2004-2005,35.3
IG 122567,2004-2005,37.8
IG 122573,2004-2005,35.2
IG 122573,2004-2005,37
IG 122573,2004-2005,38.7
IG 122573,2004-2005,35.3
IG 122573,2004-2005,36.3
IG 122573,2004-2005,37.3
IG 122588,2004-2005,32.1
IG 122588,2004-2005,32.9
IG 122588,2004-2005,33.6
IG 122588,2004-2005,33.9
IG 122588,2004-2005,34.5
IG 122588,2004-2005,35
IG 122598,2004-2005,29.2
IG 122600,2004-2005,55.8
IG 122600,2004-2005,57.2
IG 122600,2004-2005,58.5
IG 122600,2004-2005,51.6
IG 122600,2004-2005,51.7
IG 122600,2004-2005,51.8
IG 122600,2004-2005,52.7
IG 122610,2004-2005,35.2
IG 122618,2004-2005,48
